"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"0","0x00CD6A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"1","0x00CE33","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"2","0x00CEFC","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"3","0x00CFC5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"4","0x00D08E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"5","0x00D157","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"6","0x0213C5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"7","0x02148E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"8","0x021557","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"9","0x021620","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"10","0x0216E9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"11","0x0217B2","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"12","0x02187B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"13","0x021944","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"14","0x021A0D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"15","0x021AD6","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"16","0x021B9F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"17","0x021C68","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"18","0x02E53F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"19","0x02E608","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"20","0x02E6D1","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"21","0x02E79A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"22","0x038056","B6FE5A75","grubb_male","100000","friendly","",""
"23","0x03811F","3EE6BB58","grubb_female","100000","friendly","",""
"24","0x0381E8","B6FE5A75","grubb_male","100000","friendly","",""
"25","0x0382B1","3EE6BB58","grubb_female","100000","friendly","",""
"26","0x03837A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"27","0x038443","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"28","0x03850C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"29","0x0385D5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"30","0x03869E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"31","0x038767","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"32","0x038830","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"33","0x0388F9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"34","0x0389C2","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"35","0x038A8B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"36","0x038B54","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"37","0x063921","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"38","0x0657EB","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"39","0x0658B4","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"40","0x06597D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"41","0x065A46","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"42","0x065B0F","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"43","0x065BD8","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"44","0x065CA1","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"45","0x065D6A","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"46","0x065E33","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"47","0x065EFC","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"48","0x065FC5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"49","0x06608E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"50","0x066157","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"51","0x066220","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"52","0x0662E9","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"53","0x0663B2","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"54","0x066A47","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"55","0x066B10","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"56","0x066BD9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"57","0x066CA2","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"58","0x066D6B","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"59","0x066E34","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"60","0x066EFD","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"61","0x066FC6","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"62","0x068223","E7EBC893","grubb_leader","100000","friendly","",""
"63","0x0682EC","B6FE5A75","grubb_male","100000","friendly","",""
"64","0x06A4ED","B6FE5A75","grubb_male","100000","friendly","",""
"65","0x06A5B6","B6FE5A75","grubb_male","100000","friendly","",""
"66","0x06A67F","3EE6BB58","grubb_female","100000","friendly","",""
"67","0x06A748","B6FE5A75","grubb_male","100000","friendly","",""
"68","0x06A811","B6FE5A75","grubb_male","100000","friendly","",""
"69","0x06A8DA","B6FE5A75","grubb_male","100000","friendly","",""
"70","0x06A9A3","B6FE5A75","grubb_male","100000","friendly","",""
"71","0x06AA6C","B6FE5A75","grubb_male","100000","friendly","",""
"72","0x06AB35","B6FE5A75","grubb_male","100000","friendly","",""
"73","0x06ABFE","3EE6BB58","grubb_female","100000","friendly","",""
"74","0x06ACC7","3EE6BB58","grubb_female","100000","friendly","",""
"75","0x06AD90","3EE6BB58","grubb_female","100000","friendly","",""
"76","0x06AE59","3EE6BB58","grubb_female","100000","friendly","",""
"77","0x06AF22","3EE6BB58","grubb_female","100000","friendly","",""
"78","0x06AFEB","3EE6BB58","grubb_female","100000","friendly","",""
"79","0x06B0B4","3EE6BB58","grubb_female","100000","friendly","",""
"80","0x06BA47","B6FE5A75","grubb_male","100000","friendly","",""
"81","0x06BB10","3EE6BB58","grubb_female","100000","friendly","",""
"82","0x06FC71","3EE6BB58","grubb_female","100000","friendly","",""
"83","0x06FD3A","B6FE5A75","grubb_male","100000","friendly","",""
"84","0x06FE03","B6FE5A75","grubb_male","100000","friendly","",""
"85","0x06FECC","B6FE5A75","grubb_male","100000","friendly","",""
"86","0x06FF95","3EE6BB58","grubb_female","100000","friendly","",""
"87","0x07005E","3EE6BB58","grubb_female","100000","friendly","",""
"88","0x070127","3EE6BB58","grubb_female","100000","friendly","",""
"89","0x0701F0","3EE6BB58","grubb_female","100000","friendly","",""
"90","0x07033B","B6FE5A75","grubb_male","100000","friendly","",""
"91","0x070404","3EE6BB58","grubb_female","100000","friendly","",""
"92","0x0704CD","B6FE5A75","grubb_male","100000","friendly","",""
"93","0x070596","E7EBC893","grubb_leader","100000","friendly","",""
"94","0x07065F","F98DFA43","grubb_armored","100000","friendly","",""
"95","0x070728","3EE6BB58","grubb_female","100000","friendly","",""
"96","0x0707F1","3EE6BB58","grubb_female","100000","friendly","",""
"97","0x0708BA","3EE6BB58","grubb_female","100000","friendly","",""
"98","0x070983","B6FE5A75","grubb_male","100000","friendly","",""
"99","0x070A4C","3EE6BB58","grubb_female","100000","friendly","",""
"100","0x078476","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"101","0x07853F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"102","0x078608","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"103","0x0786D1","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"104","0x07879A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"105","0x078863","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"106","0x07892C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"107","0x0789F5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"108","0x078ABE","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"109","0x078B87","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"110","0x078C50","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"111","0x078D19","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"112","0x078DE2","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"113","0x078EAB","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"114","0x078F74","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"115","0x07DC8F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"116","0x07DD58","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"117","0x07DE21","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"118","0x07DEEA","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"119","0x07DFB3","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"120","0x07E07C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"121","0x07E145","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"122","0x07E20E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"123","0x07E2D7","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"124","0x07E3A0","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"125","0x07E469","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"126","0x07E532","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"127","0x07E5FB","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"128","0x07E6C4","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"129","0x07E78D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"130","0x07E856","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"131","0x07E91F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"132","0x07E9E8","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"133","0x07EAB1","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"134","0x07EB7A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"135","0x07EC43","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"136","0x07F468","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"137","0x07F531","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"138","0x07F5FA","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"139","0x07F6C3","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"140","0x08481D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"141","0x0A0750","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"142","0x0A0819","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"143","0x0A08E2","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"144","0x0A09AB","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"145","0x0A4474","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"146","0x0A453D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"147","0x0A4606","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"148","0x0BDD36","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"149","0x0BDDFF","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"150","0x0BDEC8","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"151","0x0BDF91","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"152","0x0BE05A","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"153","0x0BE123","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"154","0x0BE1EC","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
