Slot,Tag,Hash,Name,X,Y,Z,Yaw,Job
0,19DF353B,BAF35C16,clakker_clerk,-23.54,0.91,-0.1,-180.0,n
1,64A8C17E,BAF35C16,clakker_clerk,-4.48,-46.1,-0.09,57.59,y
2,552AB079,44E4794D,jailed_blisterz,14.31,-53.83,0.03,-162.53,y
3,5C4C4E95,C58894A9,jailed_floydd,4.52,-53.71,0.16,170.31,y
4,0FE3B20A,9419779C,jailed_lootenduke,-4.98,-53.85,0.3,165.76,y
5,32F266F8,BAF35C16,clakker_clerk,-24.4,0.56,-0.01,0.0,y
6,2BE957B9,BAF35C16,clakker_clerk,-24.09,0.56,-0.01,0.0,n
7,642EBBC4,C387D977,vykkerdoc,-11.84,70.07,-0.25,-1.9,n
8,080C0D3F,5CEE67FD,clakker_male,68.55,103.23,38.22,-51.99,y
9,23215EFC,5CEE67FD,clakker_male,49.59,72.1,38.22,-51.99,y
10,11173C7E,5CEE67FD,clakker_male,-0.67,74.05,38.31,-178.04,y
11,773D4723,5CEE67FD,clakker_male,76.98,163.86,47.33,44.49,y
12,450B25A1,5CEE67FD,clakker_male,32.63,188.44,38.28,34.78,y
13,5E56AAB9,5CEE67FD,clakker_male,37.03,193.53,38.54,-37.81,y
14,2167E0A5,5CEE67FD,clakker_male,53.45,143.91,38.69,-51.99,y
15,E20137D9,0E997260,clakker_female,57.11,70.42,38.48,162.84,y
16,FB1A0698,0E997260,clakker_female,13.07,177.17,38.66,51.17,y
17,387CD1E4,5CEE67FD,clakker_male,-23.16,113.68,38.31,-51.99,y
18,D037555B,0E997260,clakker_female,87.43,65.71,38.63,158.09,y
19,BFE4CD2B,5CEE67FD,clakker_male,52.5,146.43,38.69,-51.99,y
20,C92C641A,0E997260,clakker_female,59.98,70.42,38.48,162.84,y
21,A6FFFC6A,5CEE67FD,clakker_male,13.39,152.15,38.93,-51.99,y
22,757BF97A,5CEE67FD,clakker_male,13.39,149.96,38.93,-51.99,y
23,6C60C83B,5CEE67FD,clakker_male,-24.78,113.24,38.33,-51.99,y
24,474D9BF8,5CEE67FD,clakker_male,90.29,65.67,38.69,150.65,y
25,C35E4BF9,0E997260,clakker_female,25.33,97.99,38.22,128.88,y
26,13518227,5CEE67FD,clakker_male,58.71,70.97,38.12,-173.71,y
27,DA457AB8,0E997260,clakker_female,32.01,95.86,38.22,-176.58,y
28,866DF2DD,0E997260,clakker_female,-21.49,113.15,38.37,-176.58,y
29,4AF34FF5,5CEE67FD,clakker_male,42.01,114.38,38.65,0.0,y
30,05B2D932,5CEE67FD,clakker_male,37.43,147.64,38.22,-133.03,y
31,1CA9E873,5CEE67FD,clakker_male,25.43,93.32,38.23,144.58,y
32,3784BBB0,5CEE67FD,clakker_male,-2.14,97.89,38.22,0.0,y
33,2E9F8AF1,5CEE67FD,clakker_male,50.6,96.87,38.22,-77.21,y
34,A907963E,5CEE67FD,clakker_male,60.6,86.02,38.23,0.0,y
35,20AA9232,0E997260,clakker_female,59.7,82.28,38.22,0.0,y
36,6FEB04F5,0E997260,clakker_female,35.74,150.23,38.23,38.13,y
37,76F035B4,0E997260,clakker_female,47.2,121.44,38.43,-77.72,y
38,5DDD6677,0E997260,clakker_female,27.32,94.8,38.23,-55.2,y
39,B01CA77F,5CEE67FD,clakker_male,-26.52,100.9,38.65,0.0,y
40,44C65736,0E997260,clakker_female,-15.49,82.24,38.23,0.0,y
41,A75643A3,FFFC00CB,outlaw_shooter,19.29,88.66,38.1,-19.29,n
42,8C7B1060,FFFC00CB,outlaw_shooter,17.28,93.19,38.23,38.74,n
43,95602121,FFFC00CB,outlaw_shooter,17.4,128.01,38.53,63.48,y
44,DA21B7E6,FFFC00CB,outlaw_shooter,37.23,135.96,38.53,50.1,y
45,C33A86A7,FFFC00CB,outlaw_shooter,22.41,87.57,38.1,-60.27,n
46,E817D564,FFFC00CB,outlaw_shooter,23.29,85.96,38.23,-72.0,n
47,1B9B3AF2,155A0299,outlawboss_boilz,19.98,85.25,38.06,96.6,y
48,7694F8EA,FFFC00CB,outlaw_shooter,-8.6,134.0,38.54,105.16,n
49,6F8FC9AB,FFFC00CB,outlaw_shooter,-21.48,123.41,38.24,105.16,n
50,6E267662,5CEE67FD,clakker_male,39.25,158.8,38.54,-126.4,n
51,129CF0B0,0E997260,clakker_female,24.09,93.0,38.37,123.59,y
52,78C52D77,5CEE67FD,clakker_male,30.5,108.21,38.22,-51.99,y
53,53E87EB4,5CEE67FD,clakker_male,48.9,88.16,38.22,89.96,y
54,F54E94F1,072A64D6,outlaw_cutter,-320.58,728.31,63.51,93.26,y
55,93809254,6CA190AC,clakker_male (variant),-290.12,770.72,63.24,113.43,n
56,B8ADC197,6CA190AC,clakker_male (variant),-278.76,770.78,63.45,113.43,n
57,A1B6F0D6,6CA190AC,clakker_male (variant),-176.99,774.73,63.02,154.0,n
58,EEF76611,6CA190AC,clakker_male (variant),-189.31,828.5,58.48,113.43,n
59,4BD76DCF,FF61B694,outlawboss_floydd,-87.85,853.65,66.92,-160.69,y
60,DC0F550A,072A64D6,outlaw_cutter,-85.17,860.04,66.8,-78.2,y
61,F72206C9,072A64D6,outlaw_cutter,-84.64,846.24,66.83,-69.97,y
62,F7EC5750,6CA190AC,clakker_male (variant),-189.8,833.32,58.21,113.43,n
63,E7C9DDD2,072A64D6,outlaw_cutter,-162.79,929.78,58.3,1.06,y
64,62345992,0E997260,clakker_female,-147.6,841.05,58.76,-97.55,y
65,74347D58,5CEE67FD,clakker_male,-161.89,865.41,58.62,-65.04,y
66,5F192E9B,0E997260,clakker_female,-155.46,815.12,58.86,-124.59,y
67,49190A51,5CEE67FD,clakker_male,-236.78,788.75,62.81,-132.96,y
68,50023B10,0E997260,clakker_female,-147.49,841.57,58.74,-83.39,y
69,B4824C63,5CEE67FD,clakker_male,-161.92,865.43,58.65,-68.33,y
70,9FAF1FA0,5CEE67FD,clakker_male,-155.54,814.93,58.82,-132.96,y
71,D5FFBF50,072A64D6,outlaw_cutter,-320.88,722.21,63.22,96.32,y
72,FED2EC93,072A64D6,outlaw_cutter,-333.04,728.65,63.3,93.8,y
73,A8884B15,072A64D6,outlaw_cutter,-317.71,728.65,63.3,-106.48,y
74,DCC10493,6CA190AC,clakker_male (variant),-283.22,760.54,63.22,113.43,n
75,C5DA35D2,6CA190AC,clakker_male (variant),-280.79,779.44,64.53,113.43,n
76,4242291D,6CA190AC,clakker_male (variant),-147.62,841.23,58.65,-111.01,y
77,5B59185C,6CA190AC,clakker_male (variant),-161.92,865.54,58.62,-111.01,y
78,8B59C922,6CA190AC,clakker_male (variant),-155.4,814.8,58.8,-111.01,y
79,06589C96,5CEE67FD,clakker_male,-70.26,824.71,67.22,-121.15,y
80,2D75CF55,0E997260,clakker_female,-147.56,841.37,58.78,-88.89,y
81,346EFE14,5CEE67FD,clakker_male,-161.92,865.43,58.65,-68.33,y
82,7B2F68D3,5CEE67FD,clakker_male,-155.52,814.92,58.82,-132.96,y
83,41BFDA8C,FFFC00CB,outlaw_shooter,-169.58,831.11,57.99,0.0,y
84,6A92894F,FFFC00CB,outlaw_shooter,-207.77,931.73,59.2,69.68,y
85,7389B80E,FFFC00CB,outlaw_shooter,-271.42,802.4,67.27,-1.01,y
86,3CC82EC9,FFFC00CB,outlaw_shooter,-127.42,920.96,59.32,-20.91,y
87,C778F673,072A64D6,outlaw_cutter,-177.68,777.45,62.1,156.25,y
88,883960B4,072A64D6,outlaw_cutter,-180.3,781.86,61.78,138.77,y
89,912251F5,072A64D6,outlaw_cutter,-259.63,813.75,63.77,64.86,y
90,BA0F0236,072A64D6,outlaw_cutter,-264.75,811.16,64.95,57.19,y
91,A3143377,072A64D6,outlaw_cutter,-204.83,930.04,58.94,60.46,y
92,248C2FB8,072A64D6,outlaw_cutter,-116.71,782.46,61.86,-146.43,y
93,3D971EF9,072A64D6,outlaw_cutter,-115.29,779.68,61.88,-152.84,y
94,CCE48E11,072A64D6,outlaw_cutter,-127.95,917.9,59.28,-17.51,y
95,61D7103D,6CA190AC,clakker_male (variant),-147.62,841.23,58.65,-111.01,y
96,AD7C9972,6265E0D3,outlaw_mortar_duke,280.58,417.3,76.14,0.0,n
97,8651CAB1,6265E0D3,outlaw_mortar_duke,276.57,420.33,75.64,0.0,n
