Key,Name,Asset,Count,Bundle,Zones,BakedZones
903830BE,Wolvark Officewindow 01,wolvark_officewindow_01.geo,130,zonebundle_53.smb,4,4
795F16FB,Light Sconce 01,light_sconce_01.geo,122,zonebundle_53.smb,4,4
BF48E499,Light Sconce 01,light_sconce_01.geo,114,zonebundle_66.smb,8,8
252D3836,Bookstack 02,bookstack_02.geo,99,zonebundle_74.smb,12,12
1ADF4BFE,NonDestLight,nonDestLight.geo,95,zonebundle_29.smb,3;4;6;7;8;9,3;4;6;7;8;9
A3B94A98,Bookstack 01,bookstack_01.geo,95,zonebundle_74.smb,12,12
F3196E21,Cargo Container 04,cargo_container_04.geo,69,zonebundle_29.smb,3;4;6;7;8;9,3;4;6;7;8;9
C813C63A,Booksingle 03,booksingle_03.geo,67,zonebundle_74.smb,12,12
88B273E5,Junk Debris 02,junk_debris_02.geo,65,zonebundle_74.smb,12,12
276944A8,Wall Guilded 01,wall_guilded_01.geo,64,zonebundle_74.smb,12,12
00B58A05,NonDestLight,nonDestLight.geo,62,zonebundle_22.smb,2;4;5;8,2;4;5;8
85EEFEBC,De Proxy Bone,de_proxy_bone.geo,62,zonebundle_53.smb,4,4
F85122EB,Wolvark Officewindow 01,wolvark_officewindow_01.geo,62,zonebundle_66.smb,8,8
EDF7ACC8,Pole Yellow 01,pole_yellow_01.geo,52,zonebundle_53.smb,4,4
310A3B52,WolvarkShooter,wolvarkShooter.geo,50,npc_14.smb,*,*
0E26014B,Junk Debris 01,junk_debris_01.geo,49,zonebundle_74.smb,12,12
034F159F,Booksingle 02,booksingle_02.geo,44,zonebundle_74.smb,12,12
85DB6731,Booksingle 01,booksingle_01.geo,42,zonebundle_74.smb,12,12
6CC3F525,WolvarkSemiAuto,wolvarkSemiAuto.geo,39,npc_17.smb,*,*
1D137751,Cargo Container 04,cargo_container_04.geo,34,zonebundle_53.smb,4,4
1A3625BD,Bookshelf 01,bookshelf_01.geo,33,zonebundle_74.smb,12,12
7A6A4377,Industrial Light 02,industrial_light_02.geo,30,zonebundle_62.smb,7,7
8FD6BBF5,Light Warehouse 01,light_warehouse_01.geo,29,zonebundle_2.smb,1;2;3;4;5;6;7;8;9;10;11;12;14;22,1;2;3;4;5;6;7;8;9;10;11;12;14;22
10DC1054,De Proxy Bone,de_proxy_bone.geo,26,zonebundle_74.smb,12,12
9F843F47,De Proxy Bone,de_proxy_bone.geo,26,zonebundle_66.smb,8,8
64E4C60E,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,24,zonebundle_66.smb,8,8
A171D998,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,24,zonebundle_53.smb,4,4
441121C9,Cargo Container 03,cargo_container_03.geo,23,zonebundle_43.smb,3,3
09D980C2,Cargo Container 01,cargo_container_01.geo,22,zonebundle_43.smb,3,3
90A0C7A4,Glass TeslaTower2,glass_teslaTower2.geo,22,zonebundle_53.smb,4,4
C474702D,Lightpost Guilded,lightpost_guilded.geo,22,zonebundle_69.smb,10;11;12,10;11;12
335C513E,Florescent Lamp 01,florescent_lamp_01.geo,20,zonebundle_53.smb,4,4
5E9537DE,Crate Sekto 02,crate_sekto_02.geo,19,zonebundle_21.smb,2;4;5;8;10;14;15,2;4;5;8;10;14;15
B54B83E3,Plant Sekto 01,plant_sekto_01.geo,19,zonebundle_69.smb,10;11;12,10;11;12
78F82CCD,Column 01,column_01.geo,18,zonebundle_74.smb,12,12
7B30BC30,,,18,,?,?
001647E9,Cargo Container 03,cargo_container_03.geo,17,zonebundle_53.smb,4,4
