"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"0","0x0056F0","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"1","0x007DD8","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"2","0x00839C","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"3","0x011F4A","2BEC04A1","outlaws_shooter_meleeonly","60","hostile","8361543A","1000"
"4","0x01360C","DDD3C8B8","outlaw_cutter_geisha","45","hostile","",""
"5","0x0136D5","DDD3C8B8","outlaw_cutter_geisha","45","hostile","",""
"6","0x01379E","2BEC04A1","outlaws_shooter_meleeonly","60","hostile","8361543A","1000"
"7","0x0153D4","5CEE67FD","clakker_male","100000","friendly","",""
"8","0x0209EB","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"9","0x0222FC","E2B247BD","outlawboss_blisterz","100000","friendly","5C65959D","1000"
"10","0x023C85","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"11","0x023D4E","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"12","0x0262D3","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"13","0x02639C","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"14","0x026465","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"15","0x02652E","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"16","0x0265F7","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"17","0x0266C0","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"18","0x026AEF","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"19","0x026BB8","65DB9849","outlaw_cutter_chippunk_tut","45","hostile","",""
"20","0x029AA3","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
