"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"0","0x024AB7","5CEE67FD","clakker_male","100000","friendly","",""
"1","0x024BBE","5CEE67FD","clakker_male","100000","friendly","",""
"2","0x024CC5","5CEE67FD","clakker_male","100000","friendly","",""
"3","0x032D77","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"4","0x032E40","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"5","0x032F09","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"6","0x032FD2","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"7","0x03309B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"8","0x033164","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"9","0x03322D","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"10","0x0332F6","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"11","0x0333BF","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"12","0x033488","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"13","0x033551","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"14","0x03361A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"15","0x0336E3","6CA190AC","clakker_male (variant)","100000","friendly","",""
"16","0x0337EA","6CA190AC","clakker_male (variant)","100000","friendly","",""
"17","0x0338F1","6CA190AC","clakker_male (variant)","100000","friendly","",""
"18","0x033A38","6CA190AC","clakker_male (variant)","100000","friendly","",""
"19","0x033B7F","6CA190AC","clakker_male (variant)","100000","friendly","",""
"20","0x033CC6","6CA190AC","clakker_male (variant)","100000","friendly","",""
"21","0x033E0D","6CA190AC","clakker_male (variant)","100000","friendly","",""
"22","0x034D76","606283C9","farmerbeaks","100000","friendly","",""
"23","0x034E3F","4D82B2A2","tiny(?)","600","hostile","",""
"24","0x034F08","B28A48AA","meaglymcgraw","500","hostile","",""
"25","0x034FD1","0E997260","clakker_female","100000","friendly","",""
"26","0x0350D8","2F4A8582","femaleclakker","100000","friendly","",""
"27","0x0351DF","2F4A8582","femaleclakker","100000","friendly","",""
"28","0x0352E6","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"29","0x0353AF","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"30","0x035478","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"31","0x035541","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"32","0x03560A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"33","0x03B58F","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"34","0x03B658","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"35","0x03B721","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"36","0x03B7EA","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"37","0x03D2FE","5CEE67FD","clakker_male","100000","friendly","",""
"38","0x03F945","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"39","0x0410C9","5CEE67FD","clakker_male","100000","friendly","",""
"40","0x0411D0","0E997260","clakker_female","100000","friendly","",""
"41","0x0412D7","0E997260","clakker_female","100000","friendly","",""
"42","0x0413DE","5CEE67FD","clakker_male","100000","friendly","",""
"43","0x0414E5","0E997260","clakker_female","100000","friendly","",""
"44","0x0415EC","5CEE67FD","clakker_male","100000","friendly","",""
"45","0x0416F3","0E997260","clakker_female","100000","friendly","",""
"46","0x0417FA","5CEE67FD","clakker_male","100000","friendly","",""
"47","0x0418C3","AB444625","sewerworker","100000","friendly","",""
"48","0x046830","5CEE67FD","clakker_male","100000","friendly","",""
"49","0x04C844","606283C9","farmerbeaks","100000","friendly","",""
"50","0x04D34C","BAF35C16","clakker_clerk","100000","friendly","",""
"51","0x04DEE3","5CEE67FD","clakker_male","100000","friendly","",""
"52","0x05A491","C766CCA2","eugeneius","100000","friendly","",""
"53","0x065631","5CEE67FD","clakker_male","100000","friendly","",""
"54","0x065738","5CEE67FD","clakker_male","100000","friendly","",""
"55","0x065801","5CEE67FD","clakker_male","100000","friendly","",""
"56","0x0658CA","0E997260","clakker_female","100000","friendly","",""
"57","0x066C9C","5CEE67FD","clakker_male","100000","friendly","",""
"58","0x066DA3","5CEE67FD","clakker_male","100000","friendly","",""
"59","0x06B620","7C6717E1","slog","3","hostile","",""
"60","0x06B6E9","7C6717E1","slog","3","hostile","",""
"61","0x06B7B2","7C6717E1","slog","3","hostile","",""
"62","0x06B87B","7C6717E1","slog","3","hostile","",""
"63","0x06C705","7C6717E1","slog","3","hostile","",""
"64","0x075F85","B6FE5A75","grubb_male","100000","friendly","",""
"65","0x07604E","B6FE5A75","grubb_male","100000","friendly","",""
"66","0x076117","B6FE5A75","grubb_male","100000","friendly","",""
"67","0x0761E0","B6FE5A75","grubb_male","100000","friendly","",""
"68","0x0762A9","B6FE5A75","grubb_male","100000","friendly","",""
"69","0x076372","B6FE5A75","grubb_male","100000","friendly","",""
